41,1,0
41,1,1
41,1,2
41,1,3
41,1,4
41,1,5
41,1,6
41,1,7
41,1,8
41,1,9
41,1,10
41,1,11
41,1,12
41,1,13
41,1,14
41,1,15
42,0,0
42,0,1
42,0,2
42,0,3
42,0,4
42,0,5
42,0,6
42,0,7
42,0,8
42,0,9
42,0,10
42,0,11
42,0,12
42,0,13
42,0,14
42,0,15
42,0,16
42,0,17
42,0,18
42,1,0
42,1,1
42,1,2
42,1,3
42,1,4
42,1,5
42,1,6
42,1,7
42,1,8
42,1,9
42,1,10
42,1,11
42,1,12
42,1,13
42,1,14
42,1,15
42,1,16
42,1,17
42,1,18
42,2,0
42,2,1
42,2,2
42,2,3
42,2,4
42,2,5
42,2,6
42,2,7
42,2,8
42,2,9
42,2,10
42,2,11
42,2,12
42,2,13
42,2,14
42,2,15
42,2,16
42,2,17
42,2,18
42,3,0
42,3,1
42,3,2
42,3,3
42,3,4
42,3,5
42,3,6
42,3,7
42,3,8
42,3,9
42,3,10
42,3,11
42,3,12
42,3,13
42,3,14
42,3,15
42,3,16
42,3,17
42,3,18
42,4,0
42,4,1
42,4,2
42,4,3
42,4,4
42,4,5
42,4,6
42,4,7
42,4,8
42,4,9
42,4,10
42,4,11
42,4,12
42,4,13
42,4,14
42,4,15
42,4,16
42,4,17
42,4,18
42,5,0
42,5,1
42,5,2
42,5,3
42,5,4
42,5,5
42,5,6
42,5,7
42,5,8
42,5,9
42,5,10
42,5,11
42,5,12
42,5,13
42,5,14
42,5,15
42,5,16
42,5,17
42,5,18
42,6,0
42,6,1
42,6,2
42,6,3
42,6,4
42,6,5
42,6,6
42,6,7
42,6,8
42,6,9
42,6,10
42,6,11
42,6,12
42,6,13
42,6,14
42,6,15
42,6,16
42,6,17
42,6,18
43,0,0
43,0,1
43,0,2
43,0,3
43,0,4
43,0,5
43,0,6
43,0,7
43,0,8
43,0,9
43,0,10
43,0,11
43,0,12
43,0,13
43,0,14
43,0,15
43,0,16
43,0,17
43,0,18
43,1,0
43,1,1
43,1,2
43,1,3
43,1,4
43,1,5
43,1,6
43,1,7
43,1,8
43,1,9
43,1,10
43,1,11
43,1,12
43,1,13
43,1,14
43,1,15
43,1,16
43,1,17
43,1,18
43,2,0
43,2,1
43,2,2
43,2,3
43,2,4
43,2,5
43,2,6
43,2,7
43,2,8
43,2,9
43,2,10
43,2,11
43,2,12
43,2,13
43,2,14
43,2,15
43,2,16
43,2,17
43,2,18
43,3,0
43,3,1
43,3,2
43,3,3
43,3,4
43,3,5
43,3,6
43,3,7
43,3,8
43,3,9
43,3,10
43,3,11
43,3,12
43,3,13
43,3,14
43,3,15
43,3,16
43,3,17
43,3,18
43,4,0
43,4,1
43,4,2
43,4,3
43,4,4
43,4,5
43,4,6
43,4,7
43,4,8
43,4,9
43,4,10
43,4,11
43,4,12
43,4,13
43,4,14
43,4,15
43,4,16
43,4,17
43,4,18
43,5,0
43,5,1
43,5,2
43,5,3
43,5,4
43,5,5
43,5,6
43,5,7
43,5,8
43,5,9
43,5,10
43,5,11
43,5,12
43,5,13
43,5,14
43,5,15
43,5,16
43,5,17
43,5,18
44,0,0
44,0,1
44,0,2
44,0,3
44,0,4
44,0,5
44,0,6
44,0,7
44,0,8
44,0,9
44,0,10
44,0,11
44,0,12
44,0,13
44,0,14
44,0,15
44,0,16
44,0,17
44,0,18
44,1,0
44,1,1
44,1,2
44,1,3
44,1,4
44,1,5
44,1,6
44,1,7
44,1,8
44,1,9
44,1,10
44,1,11
44,1,12
44,1,13
44,1,14
44,1,15
44,1,16
44,1,17
44,1,18
45,0,0
45,0,1
45,0,2
45,0,3
45,0,4
45,0,5
45,0,6
45,0,7
45,0,8
45,0,9
45,0,10
45,0,11
45,0,12
45,0,13
45,0,14
45,0,15
45,0,16
45,0,17
45,0,18
45,1,0
45,1,1
45,1,2
45,1,3
45,1,4
45,1,5
45,1,6
45,1,7
45,1,8
45,1,9
45,1,10
45,1,11
45,1,12
45,1,13
45,1,14
45,1,15
45,1,16
45,1,17
45,1,18
45,2,0
45,2,1
45,2,2
45,2,3
45,2,4
45,2,5
45,2,6
45,2,7
45,2,8
45,2,9
45,2,10
45,2,11
45,2,12
45,2,13
45,2,14
45,2,15
45,2,16
45,2,17
45,2,18
45,4,0
45,4,1
45,4,2
45,4,3
45,4,4
45,4,5
45,4,6
45,4,7
45,4,8
45,4,9
45,4,10
45,4,11
45,4,12
45,4,13
45,4,14
45,4,15
45,4,16
45,4,17
45,4,18
45,5,0
45,5,1
45,5,2
45,5,3
45,5,4
45,5,5
45,5,6
45,5,7
45,5,8
45,5,9
45,5,10
45,5,11
45,5,12
45,5,13
45,5,14
45,5,15
45,5,16
45,5,17
45,5,18
45,6,0
45,6,1
45,6,2
45,6,3
45,6,4
45,6,5
45,6,6
45,6,7
45,6,8
45,6,9
45,6,10
45,6,11
45,6,12
45,6,13
45,6,14
45,6,15
45,6,16
45,6,17
45,6,18
46,0,0
46,0,1
46,0,2
46,0,3
46,0,4
46,0,5
46,0,6
46,0,7
46,0,8
46,0,9
46,0,10
46,0,11
46,0,12
46,0,13
46,0,14
46,0,15
46,0,16
46,0,17
46,0,18
46,1,0
46,1,1
46,1,2
46,1,3
46,1,4
46,1,5
46,1,6
46,1,7
46,1,8
46,1,9
46,1,10
46,1,11
46,1,12
46,1,13
46,1,14
46,1,15
46,1,16
46,1,17
46,1,18
46,5,0
46,5,1
46,5,2
46,5,3
46,5,4
46,5,5
46,5,6
46,5,7
46,5,8
46,5,9
46,5,10
46,5,11
46,5,12
46,5,13
46,5,14
46,5,15
46,5,16
46,5,17
46,5,18
46,6,0
46,6,1
46,6,2
46,6,3
46,6,4
46,6,5
46,6,6
46,6,7
46,6,8
46,6,9
46,6,10
46,6,11
46,6,12
46,6,13
46,6,14
46,6,15
46,6,16
46,6,17
46,6,18
47,0,0
47,0,1
47,0,2
47,0,3
47,0,4
47,0,5
47,0,6
47,0,7
47,0,8
47,0,9
47,0,10
47,0,11
47,0,12
47,0,13
47,0,14
47,0,15
47,0,16
47,0,17
47,0,18
47,3,0
47,3,1
47,3,2
47,3,3
47,3,4
47,3,5
47,3,6
47,3,7
47,3,8
47,3,9
47,3,10
47,3,11
47,3,12
47,3,13
47,3,14
47,3,15
47,3,16
47,3,17
47,3,18
47,6,0
47,6,1
47,6,2
47,6,3
47,6,4
47,6,5
47,6,6
47,6,7
47,6,8
47,6,9
47,6,10
47,6,11
47,6,12
47,6,13
47,6,14
47,6,15
47,6,16
47,6,17
47,6,18
48,0,0
48,0,1
48,0,2
48,0,3
48,0,4
48,0,5
48,0,6
48,0,7
48,0,8
48,0,9
48,0,10
48,0,11
48,0,12
48,0,13
48,0,14
48,0,15
48,0,16
48,0,17
48,0,18
48,5,0
48,5,1
48,5,2
48,5,3
48,5,4
48,5,5
48,5,6
48,5,7
48,5,8
48,5,9
48,5,10
48,5,11
48,5,12
48,5,13
48,5,14
48,5,15
48,5,16
48,5,17
48,5,18
48,6,0
48,6,1
48,6,2
48,6,3
48,6,4
48,6,5
48,6,6
48,6,7
48,6,8
48,6,9
48,6,10
48,6,11
48,6,12
48,6,13
48,6,14
48,6,15
48,6,16
48,6,17
48,6,18
49,0,0
49,0,1
49,0,2
49,0,3
49,0,4
49,0,5
49,0,6
49,0,7
49,0,8
49,0,9
49,0,10
49,0,11
49,0,12
49,0,13
49,0,14
49,0,15
49,0,16
49,0,17
49,0,18
49,3,0
49,3,1
49,3,2
49,3,3
49,3,4
49,3,5
49,3,6
49,3,7
49,3,8
49,3,9
49,3,10
49,3,11
49,3,12
49,3,13
49,3,14
49,3,15
49,3,16
49,3,17
49,3,18
49,6,0
49,6,1
49,6,2
49,6,3
49,6,4
49,6,5
49,6,6
49,6,7
49,6,8
49,6,9
49,6,10
49,6,11
49,6,12
49,6,13
49,6,14
49,6,15
49,6,16
49,6,17
49,6,18
50,0,0
50,0,1
50,0,2
50,0,3
50,0,4
50,0,5
50,0,6
50,0,7
50,0,8
50,0,9
50,0,10
50,0,11
50,0,12
50,0,13
50,0,14
50,0,15
50,0,16
50,0,17
50,0,18
50,1,0
50,1,1
50,1,2
50,1,3
50,1,4
50,1,5
50,1,6
50,1,7
50,1,8
50,1,9
50,1,10
50,1,11
50,1,12
50,1,13
50,1,14
50,1,15
50,1,16
50,1,17
50,1,18
50,5,0
50,5,1
50,5,2
50,5,3
50,5,4
50,5,5
50,5,6
50,5,7
50,5,8
50,5,9
50,5,10
50,5,11
50,5,12
50,5,13
50,5,14
50,5,15
50,5,16
50,5,17
50,5,18
50,6,0
50,6,1
50,6,2
50,6,3
50,6,4
50,6,5
50,6,6
50,6,7
50,6,8
50,6,9
50,6,10
50,6,11
50,6,12
50,6,13
50,6,14
50,6,15
50,6,16
50,6,17
50,6,18
51,0,0
51,0,1
51,0,2
51,0,3
51,0,4
51,0,5
51,0,6
51,0,7
51,0,8
51,0,9
51,0,10
51,0,11
51,0,12
51,0,13
51,0,14
51,0,15
51,0,16
51,0,17
51,0,18
51,1,0
51,1,1
51,1,2
51,1,3
51,1,4
51,1,5
51,1,6
51,1,7
51,1,8
51,1,9
51,1,10
51,1,11
51,1,12
51,1,13
51,1,14
51,1,15
51,1,16
51,1,17
51,1,18
51,2,0
51,2,1
51,2,2
51,2,3
51,2,4
51,2,5
51,2,6
51,2,7
51,2,8
51,2,9
51,2,10
51,2,11
51,2,12
51,2,13
51,2,14
51,2,15
51,2,16
51,2,17
51,2,18
51,4,0
51,4,1
51,4,2
51,4,3
51,4,4
51,4,5
51,4,6
51,4,7
51,4,8
51,4,9
51,4,10
51,4,11
51,4,12
51,4,13
51,4,14
51,4,15
51,4,16
51,4,17
51,4,18
51,5,0
51,5,1
51,5,2
51,5,3
51,5,4
51,5,5
51,5,6
51,5,7
51,5,8
51,5,9
51,5,10
51,5,11
51,5,12
51,5,13
51,5,14
51,5,15
51,5,16
51,5,17
51,5,18
51,6,0
51,6,1
51,6,2
51,6,3
51,6,4
51,6,5
51,6,6
51,6,7
51,6,8
51,6,9
51,6,10
51,6,11
51,6,12
51,6,13
51,6,14
51,6,15
51,6,16
51,6,17
51,6,18
52,0,0
52,0,1
52,0,2
52,0,3
52,0,4
52,0,5
52,0,6
52,0,7
52,0,8
52,0,9
52,0,10
52,0,11
52,0,12
52,0,13
52,0,14
52,0,15
52,0,16
52,0,17
52,0,18
52,1,0
52,1,1
52,1,2
52,1,3
52,1,4
52,1,5
52,1,6
52,1,7
52,1,8
52,1,9
52,1,10
52,1,11
52,1,12
52,1,13
52,1,14
52,1,15
52,1,16
52,1,17
52,1,18
53,0,0
53,0,1
53,0,2
53,0,3
53,0,4
53,0,5
53,0,6
53,0,7
53,0,8
53,0,9
53,0,10
53,0,11
53,0,12
53,0,13
53,0,14
53,0,15
53,0,16
53,0,17
53,0,18
1,1,0
1,1,1
1,1,2
1,1,3
1,1,4
1,1,5
1,1,6
1,1,7
1,1,8
1,1,9
1,1,10
1,1,11
1,1,12
1,1,13
1,1,14
1,1,15
1,1,16
1,1,17
1,1,18
1,2,0
1,2,1
1,2,2
1,2,3
1,2,4
1,2,5
1,2,6
1,2,7
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,15
1,2,16
1,2,17
1,2,18
1,3,0
1,3,1
1,3,2
1,3,3
1,3,4
1,3,5
1,3,6
1,3,7
1,3,8
1,3,9
1,3,10
1,3,11
1,3,12
1,3,13
1,3,14
1,3,15
1,3,16
1,3,17
1,3,18
1,4,0
1,4,1
1,4,2
1,4,3
1,4,4
1,4,5
1,4,6
1,4,7
1,4,8
1,4,9
1,4,10
1,4,11
1,4,12
1,4,13
1,4,14
1,4,15
1,4,16
1,4,17
1,4,18
1,5,0
1,5,1
1,5,2
1,5,3
1,5,4
1,5,5
1,5,6
1,5,7
1,5,8
1,5,9
1,5,10
1,5,11
1,5,12
1,5,13
1,5,14
1,5,15
1,5,16
1,5,17
1,5,18
1,6,0
1,6,1
1,6,2
1,6,3
1,6,4
1,6,5
1,6,6
1,6,7
1,6,8
1,6,9
1,6,10
1,6,11
1,6,12
1,6,13
1,6,14
1,6,15
1,6,16
1,6,17
1,6,18
2,0,0
2,0,1
2,0,2
2,0,3
2,0,4
2,0,5
2,0,6
2,0,7
2,0,8
2,0,9
2,0,10
2,0,11
2,0,12
2,0,13
2,0,14
2,0,15
2,0,16
2,0,17
2,0,18
2,1,0
2,1,1
2,1,2
2,1,3
2,1,4
2,1,5
2,1,6
2,1,7
2,1,8
2,1,9
2,1,10
2,1,11
2,1,12
2,1,13
2,1,14
2,1,15
2,1,16
2,1,17
2,1,18
2,2,0
2,2,1
2,2,2
2,2,3
2,2,4
2,2,5
2,2,6
2,2,7
2,2,8
2,2,9
2,2,10
2,2,11
2,2,12
2,2,13
2,2,14
2,2,15
2,2,16
2,2,17
2,2,18
2,3,0
2,3,1
2,3,2
2,3,3
2,3,4
2,3,5
2,3,6
2,3,7
2,3,8
2,3,9
2,3,10
2,3,11
2,3,12
2,3,13
2,3,14
2,3,15
2,3,16
2,3,17
2,3,18
2,4,0
2,4,1
2,4,2
2,4,3
2,4,4
2,4,5
2,4,6
2,4,7
2,4,8
2,4,9
2,4,10
2,4,11
2,4,12
2,4,13
2,4,14
2,4,15
2,4,16
2,4,17
2,4,18
2,5,0
2,5,1
2,5,2
2,5,3
2,5,4
2,5,5
2,5,6
2,5,7
2,5,8
2,5,9
2,5,10
2,5,11
2,5,12
2,5,13
2,5,14
2,5,15
2,5,16
2,5,17
2,5,18
3,0,0
3,0,1
3,0,2
3,0,3
3,0,4
3,0,5
3,0,6
3,0,7
3,0,8
3,0,9
3,0,10
3,0,11
3,0,12
3,0,13
3,0,14
3,0,15
3,0,16
3,0,17
3,0,18
3,1,0
3,1,1
3,1,2
3,1,3
3,1,4
3,1,5
3,1,6
3,1,7
3,1,8
3,1,9
3,1,10
3,1,11
3,1,12
3,1,13
3,1,14
3,1,15
3,1,16
3,1,17
3,1,18
3,2,0
3,2,1
3,2,2
3,2,3
3,2,4
3,2,5
3,2,6
3,2,7
3,2,8
3,2,9
3,2,10
3,2,11
3,2,12
3,2,13
3,2,14
3,2,15
3,2,16
3,2,17
3,2,18
4,0,0
4,0,1
4,0,2
4,0,3
4,0,4
4,0,5
4,0,6
4,0,7
4,0,8
4,0,9
4,0,10
4,0,11
4,0,12
4,0,13
4,0,14
4,0,15
4,0,16
4,0,17
4,0,18
4,1,0
4,1,1
4,1,2
4,1,3
4,1,4
4,1,5
4,1,6
4,1,7
4,1,8
4,1,9
4,1,10
4,1,11
4,1,12
4,1,13
4,1,14
